densite_population,densite_batiments,hauteur_moy_bat,distance_centre_km,taux_impermeabilisation,longitude,latitude,classe_urbaine,wifi_density_probe,classe_urbaine_encoded,target
0.4533989215708423,-0.698912091799068,2.8431823070974676,-1.2722411458137601,-0.4301247030577169,-6.051182507133624,34.894105984224055,moyenne,-1.901630226657479,1,1
-0.21190001695909103,0.24539109570450438,-0.8131325419557239,-0.6497800263817863,1.1701175617326827,-6.081843636247522,34.830154519757784,moyenne,0.0013747379610525284,1,1
0.6115823961181084,0.6826848818874455,0.5619473550468177,-1.0262381663684976,0.14041030718556577,-6.132757996608415,35.022265646452254,moyenne,0.0013747379610525284,1,1
1.5287216251508453,1.3338334987342437,0.14598995735058157,1.4406364180579476,-1.3345186882212452,-6.009675985843796,35.01615513168996,faible,0.0013747379610525284,0,0
-0.31235063178392514,0.9377116279514468,0.3717442704500625,0.6296810312809736,0.18965304112751769,-5.934112578173623,35.099107726747235,faible,0.0013747379610525284,0,0
1.5875873438316572,-1.1842677466165863,0.219865430745466,-0.6802234294825674,1.6398125507310781,-6.121440748000653,35.06188609532543,moyenne,0.0013747379610525284,1,1
0.7370465174206484,-0.11988568641415212,0.5757879102719613,-1.0881695732138859,-0.6393748708668898,-5.775672959548505,34.844508641373245,moyenne,0.0013747379610525284,1,1
-0.5589255205369502,-1.716448522141348,1.5666049018030435,0.9089896678751673,1.3966298619139959,-6.165120750896432,34.98471743107702,zone_industrielle,0.0013747379610525284,3,3
0.5014339724208766,-0.8785048570609153,0.8429084996104418,-0.07594767778664238,1.0140712470385511,-5.767173412616794,35.11016145823928,moyenne,0.0013747379610525284,1,1
-0.552579617807727,0.8153467011684686,0.32176770934224014,-0.9425195846947095,-0.8590139980273928,-6.242571938746248,35.01471787027064,faible,0.0013747379610525284,0,0
0.18648253220733157,0.008893365994120083,1.201463277552341,-1.5895854097538884,-1.3885784901384686,-6.083316080941719,34.911169229040475,moyenne,0.0013747379610525284,1,1
-1.9297009415531887,-0.331935939129717,-0.12173441546655109,-0.5922854223534807,0.8849077613649043,-6.025438293034875,35.05519693332203,faible,0.0013747379610525284,0,0
-1.8743169119947902,1.0752208270012804,-1.3595243239087855,-0.09548972565043112,-1.0336766637522503,-5.964667710509605,35.21955434915512,faible,0.0013747379610525284,0,0
-0.6561705299012884,0.008893365994120083,-1.107184179014272,-1.2140772737487433,-0.4111042500481769,-6.0322054209936455,35.08587242023874,faible,0.0013747379610525284,0,0
-1.1282277641926206,0.21030881485179553,1.0070028214081614,1.7052046915405328,0.06209195087803659,-6.042576574849202,34.78737295181816,faible,0.0013747379610525284,0,0
0.2622192348585195,0.8386815263318625,-0.7137247851627202,-1.0007596070585487,0.8739302258979078,-5.883638292293346,34.980342486741065,moyenne,0.0013747379610525284,1,1
-1.0184161395533724,0.425315266869257,-1.1294421675954325,-0.021958813579184396,-1.3472772695964566,-5.907061862456768,35.19541206575531,faible,0.0013747379610525284,0,0
-1.5467753264935924,-1.0855805981295183,-0.8543425966970037,-1.0201674636825393,-0.2837771515350337,-5.833364358982076,34.79723121290054,faible,0.0013747379610525284,0,0
1.468600566955892,-0.4947243068393931,-0.7765340313761787,0.9529868557855383,0.0017715689445233962,-6.125020509380252,35.24443785606877,faible,0.0013747379610525284,0,0
-0.3035907505102004,1.0177479066724362,0.9161158189045808,-0.021958813579184396,0.2040487225588642,-5.945235745122968,35.22453469682271,moyenne,0.0013747379610525284,1,1
0.0037191663433822097,0.20727814848052395,-0.19254649822079112,0.24245682040401736,1.2109459169653245,-5.957402607303573,34.78913724036494,faible,0.0013747379610525284,0,0
-1.5598140406821792,0.008893365994120083,-1.5303861774648548,-1.6570104056520139,-1.1352305239116418,-6.065131094563656,35.21670666022478,faible,0.0013747379610525284,0,0
-0.6374107633398565,0.9372499256407578,0.014118640615434943,-1.6101797307786538,1.1727458132718993,-6.006971229048659,34.931566295129734,zone_industrielle,0.0013747379610525284,3,3
0.049185651234479835,-1.6247282475430649,0.22456328578354265,-0.17480107094807196,0.7556940152175348,-6.093108928347136,35.17235458353793,moyenne,0.0013747379610525284,1,1
-1.2729875358664586,0.008893365994120083,-0.5475716360540417,1.1190454998724917,0.25862773976447123,-6.179077801191507,34.95919166885663,faible,-0.116539113570077,0,0
0.32660421632110537,-1.0345449627313892,1.2520386566273118,1.3583378305546776,0.7798183221468404,-6.143099394668633,34.97042755635126,faible,0.0013747379610525284,0,0
-0.6963529743957322,1.633041515763732,-0.48330293020068443,-1.4277882830785162,-0.263274003505075,-6.197243176799399,35.067121545488774,faible,0.0013747379610525284,0,0
-0.3726557853401493,-0.4503952745200981,-0.0462849935418719,0.14806788162230125,-1.2559732182440568,-5.908465212404938,35.13723870963799,faible,0.0013747379610525284,0,0
-0.6974718904392446,-0.5951761625297441,0.6367299735713673,1.4559994014541915,0.6573268460648761,-5.919636303445424,34.766894575474126,faible,0.0013747379610525284,0,0
1.8736916973721676,-1.2237508840722762,0.999709676919164,-0.37665287061705893,0.14543895022607062,-5.774696814210063,35.04657799776357,moyenne,0.0013747379610525284,1,1
-0.08117526091771808,-0.67047158235271,-1.2290350016931744,1.1640913001492674,0.5615818195981669,-5.88516079317638,34.843366497048684,faible,0.0013747379610525284,0,0
-1.175250602275749,1.3455823077432936,0.08814609395412795,-1.2638406005889558,-0.5318162165143173,-6.223977080621935,34.9229747589316,faible,0.0013747379610525284,0,0
0.7947882344466547,1.7681197350644227,-0.0781859781710192,1.5333337017260662,1.5320471668328737,-5.807877413035523,34.923984333077605,faible,0.0013747379610525284,0,0
-1.3461729783280254,-0.44909331629074084,-1.585007583818208,0.891447481578669,0.37290691914410773,-5.818662418527137,34.984530170110574,faible,0.0013747379610525284,0,0
0.15180338012284525,-0.16559392911338608,1.1961049459019975,1.554058372427919,-1.4482404735846586,-6.0283398396136505,34.91706820593809,faible,0.0013747379610525284,0,0
-1.9297009415531887,0.7998452627528867,-0.9196211425051012,0.6304446628677441,-0.12618475026880469,-5.957068474736039,34.803680559225334,faible,0.0013747379610525284,0,0
0.13922790336423202,0.3443226987511103,-1.1352313482626057,1.5430566018142018,1.123053230716237,-5.983847818075917,34.76671899278055,faible,0.0013747379610525284,0,0
0.7066951271353273,-0.3671296910024798,0.7516291755954672,-0.7688439272886953,0.036325346473695036,-5.797339085811955,34.98512454266438,moyenne,0.0013747379610525284,1,1
0.11251764953385597,-0.29265071766796186,-1.670841718391304,-0.5713431571529621,1.4880791764883783,-6.208480621094907,35.227223847426494,moyenne,0.0013747379610525284,1,1
-0.1882040739062846,0.7064548833439982,0.6599423685662815,0.7148491256250193,-0.7869760661644539,-6.154474065645658,34.807837611824056,faible,0.0013747379610525284,0,0
-0.38251505994777624,-1.7380314485657962,1.1294714572866613,0.939920911383974,-0.26842231432649566,-6.029622528279341,35.22313224650154,faible,0.0013747379610525284,0,0
-1.6161555662705032,0.43803862690871115,0.571133614787904,1.5124307307053788,1.5020446556140248,-5.957621595831347,35.11668075736605,zone_industrielle,0.0013747379610525284,3,3
-0.8212506057823643,-0.4943414581475225,0.7642216098881077,-1.015744959062464,1.4935543861017602,-5.8418860740686,35.06874940146708,zone_industrielle,0.0013747379610525284,3,3
-0.5496680012848915,1.0544842169127933,-0.0462849935418719,1.053949405896198,0.7296968660392664,-5.755868942428407,35.07263887766178,faible,0.0013747379610525284,0,0
1.0405667125295683,-1.4210941525435885,-1.064916846131596,0.8465179510166858,1.3583157217047972,-6.055574251762942,35.16336382419814,faible,0.0013747379610525284,0,0
0.2929926671996691,0.32722800033349264,1.5589212442441656,-1.50772963576722,-1.4360112087864663,-6.226292181929957,34.80345993218991,moyenne,0.0013747379610525284,1,1
-1.9142595915599703,-0.05134044412217765,-0.5263747659617826,-0.3792683150370967,1.3801361869199245,-5.849414248352337,35.00237716178277,zone_industrielle,0.0013747379610525284,3,3
0.27252557514191095,0.5183077073457163,-0.09310873481093282,-0.7437273075292277,-0.594867109730716,-5.947809640458596,35.09854556913038,moyenne,0.0013747379610525284,1,1
-0.47050365700435753,-1.5204307128951338,-0.38612443411232766,-0.6679276212132577,-1.1110921595715868,-6.150728570565899,35.043410222536785,faible,0.0013747379610525284,0,0
-0.7762788444687078,0.29821303173987057,0.5209095044989138,1.6992467817429315,-0.8896439381685038,-6.00258577168929,35.16638953551165,faible,-2.0683086341496275,0,0
0.5738505470312202,0.23290244840561106,-0.6121731486300881,0.5123755439693791,-0.24168449808759646,-5.878844877233138,34.78613585450567,faible,0.0013747379610525284,0,0
1.0131966388775453,0.22999161140625418,0.053595549975533126,0.7737016600282302,-0.8467528827303332,-5.864794106465678,35.09535051974958,faible,0.0013747379610525284,0,0
0.9087155926587265,0.38119240939921695,-1.3795797328500823,1.6771636839920585,-0.03381183565584654,-6.000190794000619,35.01701386519236,faible,0.0013747379610525284,0,0
-0.9463240458663736,0.6388459394787086,-0.0462849935418719,-0.41423342405784297,-1.268377778892616,-6.09739273493557,34.939580431989974,faible,0.0013747379610525284,0,0
-0.39101093305276846,1.0925837119634105,0.7181231310030767,1.0673548343117807,-0.683547298683051,-5.763128708980753,34.92013749111702,faible,0.0013747379610525284,0,0
0.28004785943705324,-0.7968035871401012,-0.0462849935418719,-0.21420854640672496,0.31817442291039,-5.918318694521753,35.0604163163871,moyenne,0.0013747379610525284,1,1
0.95509427314236,1.1634060799181307,-0.5363596251563362,-0.021958813579184396,-0.15502852957812738,-6.0458812403268505,35.19549768732213,faible,3.37921030155492,0,0
-0.5690885443960108,0.009675669235795215,0.689385329902842,-1.0999878201191842,-0.5001799594255811,-6.109768387897674,34.99808796305056,faible,0.0013747379610525284,0,0
-0.26155780784873406,-1.4773426281732067,-0.798444552310308,1.5762201206716748,0.9500604406900472,-5.8844485084982185,35.16236158203846,faible,0.0013747379610525284,0,0
-1.2261964656287572,-1.542681986201174,0.1179210605261492,-0.9670052535056396,1.483589141756466,-6.1289082772031165,34.95107819092198,zone_industrielle,0.0013747379610525284,3,3
-1.320359524240847,-0.5693801817869344,1.2581066507156136,-0.5921100872002473,-0.03381183565584654,-6.164145005513156,34.801197231396586,zone_industrielle,0.0013747379610525284,3,3
0.7842907290517503,1.021649739031607,-0.9128597326911946,0.90808651148364,-0.5535773629787837,-5.985083055518965,34.78075286822932,faible,0.0013747379610525284,0,0
1.3539675139100835,0.749042009246247,0.38560896341186884,-0.3564777823177105,0.9427682631803971,-6.105006303677929,34.77566718566184,moyenne,0.0013747379610525284,1,1
-0.14248217283441245,1.0347759252131503,0.32741783761820703,0.3917726125762431,-0.03381183565584654,-5.935547427538192,34.940075070978835,faible,0.0013747379610525284,0,0
0.9844184715655201,0.07680152302396345,-0.12716924931750406,-0.179169542568462,-0.03381183565584654,-6.191030662562883,34.91861887541792,moyenne,0.0013747379610525284,1,1
0.3118707570152376,-0.1952908172892259,-0.5744825832230642,0.8598597057131514,-0.5041407559677521,-5.92252944771634,35.108968511811284,faible,0.0013747379610525284,0,0
-0.7429580283555441,-1.2288189350208465,-0.0462849935418719,-0.9336514434162616,1.172277498436565,-6.108351736001149,35.121410750792435,zone_industrielle,0.0013747379610525284,3,3
0.31161885734338013,-0.5907237746851491,-0.6776892134064045,-1.526349238365377,-0.8643261282584033,-6.249878532782744,34.77542698441687,moyenne,0.0013747379610525284,1,1
1.544444911833433,0.008893365994120083,-1.670841718391304,-0.6838413117693009,-1.528597748110227,-6.186531971162911,34.860561631444504,moyenne,0.0013747379610525284,1,1
-0.10457028542994762,-1.4365935900148967,0.6848790408704749,-0.07542181038440116,-1.28023759594778,-5.783192311082453,34.88713092507945,moyenne,4.743198273040787,1,1
1.5723225007248738,-0.9705329050285952,-1.3421171880102098,-1.144080761574649,1.3574610380078063,-5.816322680442321,35.0238059920714,moyenne,0.0013747379610525284,1,1
-1.9297009415531887,0.3626138422338055,0.7413885474440362,-0.4924040147623691,0.541295691990762,-6.133195483981882,34.822257611953475,faible,0.0013747379610525284,0,0
0.7941151514834397,0.008893365994120083,1.44905345987347,-0.3347483547875226,-0.8394636158139184,-5.860814047727255,34.8169706097,moyenne,0.0013747379610525284,1,1
0.024170063717546517,1.7752271535889037,0.6730112443440777,-1.5300690757975148,0.2565416690044001,-5.945714203413013,35.221894444603976,moyenne,-6.1334126295164095,1,1
-0.380318613475903,1.5449208444111577,1.159072751598879,0.30488064588344116,0.1559867480412414,-5.764547644275066,35.15210145364889,faible,0.0013747379610525284,0,0
0.02910885353962319,0.5191538642083068,-0.0462849935418719,1.355213550365763,0.6198520840986542,-6.063197170232971,34.84032745104558,faible,0.0013747379610525284,0,0
-1.9297009415531887,-0.2621962665046281,1.0439013964159936,-1.2008726559785434,-0.9120733767196736,-5.909269693741415,34.953283903952745,faible,0.0013747379610525284,0,0
-0.29719484962727494,0.49660190354106076,0.3437586407061306,0.35547466703626485,1.377988439313225,-6.218232138788041,34.92781099962878,faible,0.0013747379610525284,0,0
0.307131306698312,1.0243139646896728,1.7781612887289726,0.5890015236027455,-0.03381183565584654,-6.051876326591797,35.145502037032706,faible,0.0013747379610525284,0,0
1.4814305597711863,-1.331612835792829,1.9111353866212557,-0.26722926953523224,-0.03381183565584654,-5.76809116940591,35.00510645823906,moyenne,0.0013747379610525284,1,1
-0.6100513740927502,0.008893365994120083,1.9265386624724745,0.7158580545074149,-1.699581811387384,-5.98050956277494,34.813924868496734,faible,0.0013747379610525284,0,0
-0.9141330456079776,1.2154904365139418,-0.5616657386766961,-0.29724611935018375,-0.4060750555364625,-6.106060248332578,35.11949603157812,faible,2.762418289597963,0,0
-0.5927496884685186,-0.3942885821502806,-1.5101845884583964,0.03039653617301605,-0.48207230896375297,-6.189864518435696,34.94844398911246,faible,0.0013747379610525284,0,0
0.8920794100966025,0.26957569228591255,-0.62885161030137,-1.7046573836488612,0.21368969283946002,-5.898235829909234,34.88146212381607,moyenne,-0.2699311526490164,1,1
0.27741557328869726,0.32569964506243654,0.7543312948206083,0.6831394998775441,-1.4941937741947693,-5.927571978285137,34.93774931101036,faible,0.0013747379610525284,0,0
-0.6220900111553577,-1.098108350798975,0.1551119530273855,0.5771508451040029,1.108529587092623,-6.063030643198113,34.99887828180345,zone_industrielle,0.41638028834809526,3,3
0.47074262765817915,-0.47053761105542125,-0.24728564450746565,-1.5963296723542442,-0.03381183565584654,-5.774529324067083,34.92155775820851,moyenne,6.38260057302233,1,1
0.03467950445744213,-0.5684164734405873,0.5967792263185466,-0.4454663438850662,0.6982239651111527,-6.238898593506075,34.87095288629588,moyenne,0.0013747379610525284,1,1
